Order_ID,Order_Date,Customer,State,Category,Product,Quantity,Unit_Price,Discount_Percent,Sales,Profit,Payment_Method
ORD10861,2025-09-06,Customer_010,Maharashtra,Home & Kitchen,Bottle,3,577,0,1731.0,196.07,Cash
ORD10314,2025-09-07,Customer_048,Kerala,Clothing,Shoes,4,6943,5,26383.4,4418.12,Credit Card
ORD10299,2025-09-08,Customer_177,Andhra Pradesh,Electronics,Mobile,4,18588,5,70634.4,13453.31,Debit Card
ORD10410,2025-09-08,Customer_159,Delhi,Furniture,Office Chair,2,8273,10,14891.4,3717.15,UPI
ORD10644,2025-09-09,Customer_200,Telangana,Electronics,Headphones,1,10165,0,10165.0,1264.5,Debit Card
ORD10576,2025-09-09,Customer_171,Tamil Nadu,Furniture,Table,5,14559,10,65515.5,11916.69,UPI
ORD10229,2025-09-10,Customer_167,Maharashtra,Electronics,Monitor,2,23868,15,40575.6,7214.79,Net Banking
ORD10324,2025-09-11,Customer_065,Delhi,Furniture,Table,1,7808,10,7027.2,773.5,Debit Card
ORD10143,2025-09-11,Customer_187,Tamil Nadu,Home & Kitchen,Cookware Set,5,4159,15,17675.75,4030.37,Debit Card
ORD10315,2025-09-12,Customer_065,Andhra Pradesh,Clothing,Backpack,2,1789,0,3578.0,337.98,Cash
ORD10353,2025-09-12,Customer_167,Telangana,Electronics,Headphones,4,7401,5,28123.8,5200.32,UPI
ORD10605,2025-09-12,Customer_118,Tamil Nadu,Clothing,T-Shirt,2,1046,10,1882.8,335.74,Net Banking
ORD10828,2025-09-12,Customer_046,Maharashtra,Furniture,Sofa,1,35963,10,32366.7,4833.07,Debit Card
ORD10400,2025-09-12,Customer_094,Karnataka,Electronics,Monitor,4,12361,5,46971.8,5761.07,Cash
ORD10339,2025-09-12,Customer_076,Andhra Pradesh,Home & Kitchen,Dinner Set,2,1909,5,3627.1,680.11,Cash
ORD10359,2025-09-13,Customer_031,Tamil Nadu,Electronics,Keyboard,3,2656,15,6772.8,1092.75,Debit Card
ORD10834,2025-09-14,Customer_163,Tamil Nadu,Home & Kitchen,Cookware Set,4,5926,10,21333.6,2687.93,UPI
ORD10276,2025-09-15,Customer_029,Andhra Pradesh,Home & Kitchen,Cookware Set,4,2355,0,9420.0,1871.11,Net Banking
ORD10811,2025-09-15,Customer_057,Tamil Nadu,Clothing,Jeans,4,3195,5,12141.0,2104.21,UPI
ORD10551,2025-09-15,Customer_110,Delhi,Electronics,Headphones,4,5258,15,17877.2,1664.76,Net Banking
ORD10318,2025-09-15,Customer_090,Karnataka,Electronics,Monitor,2,25977,0,51954.0,9518.65,Debit Card
ORD10678,2025-09-16,Customer_024,Tamil Nadu,Home & Kitchen,Dinner Set,1,4702,0,4702.0,1023.75,Credit Card
ORD10312,2025-09-16,Customer_078,Maharashtra,Clothing,Jacket,1,3675,15,3123.75,758.44,Net Banking
ORD10836,2025-09-16,Customer_046,Delhi,Home & Kitchen,Air Fryer,1,8320,10,7488.0,1798.24,Credit Card
ORD10940,2025-09-16,Customer_101,Tamil Nadu,Furniture,Table,1,5296,5,5031.2,1151.66,UPI
ORD10717,2025-09-16,Customer_127,Karnataka,Clothing,Backpack,5,3479,5,16525.25,1460.3,Net Banking
ORD10689,2025-09-19,Customer_162,Tamil Nadu,Clothing,Backpack,5,3141,0,15705.0,2826.25,Credit Card
ORD10504,2025-09-19,Customer_171,Maharashtra,Home & Kitchen,Air Fryer,1,10660,0,10660.0,2274.3,UPI
ORD10856,2025-09-21,Customer_113,Telangana,Electronics,Monitor,1,19847,0,19847.0,3825.21,Net Banking
ORD10083,2025-09-22,Customer_068,Kerala,Electronics,Mobile,3,42112,5,120019.2,12057.84,UPI
ORD10577,2025-09-22,Customer_101,Andhra Pradesh,Electronics,Headphones,2,1276,0,2552.0,520.28,Debit Card
ORD10251,2025-09-23,Customer_186,Andhra Pradesh,Furniture,Office Chair,1,9378,0,9378.0,880.33,Cash
ORD10502,2025-09-23,Customer_021,Delhi,Electronics,Mobile,1,30951,0,30951.0,6821.86,Net Banking
ORD10109,2025-09-23,Customer_127,Maharashtra,Furniture,Desk,3,16487,10,44514.9,10132.91,Credit Card
ORD10190,2025-09-24,Customer_133,Karnataka,Furniture,Bookshelf,5,10804,5,51319.0,12631.53,Debit Card
ORD10216,2025-09-24,Customer_146,Delhi,Electronics,Monitor,2,26111,5,49610.9,10423.83,Cash
ORD10149,2025-09-25,Customer_098,Tamil Nadu,Electronics,Laptop,3,53472,15,136353.6,21156.38,UPI
ORD10709,2025-09-25,Customer_072,Andhra Pradesh,Home & Kitchen,Air Fryer,5,6671,10,30019.5,5282.84,UPI
ORD10664,2025-09-26,Customer_160,Telangana,Furniture,Bookshelf,5,10651,0,53255.0,5839.39,Net Banking
ORD11000,2025-09-27,Customer_100,Delhi,Clothing,Jeans,4,1884,20,6028.8,1453.68,Net Banking
ORD10014,2025-09-27,Customer_177,Delhi,Clothing,Backpack,4,1284,15,4365.6,953.86,UPI
ORD10578,2025-09-28,Customer_165,Karnataka,Furniture,Bookshelf,2,4999,15,8498.3,1135.47,Net Banking
ORD10832,2025-09-28,Customer_008,Tamil Nadu,Electronics,Monitor,3,29936,15,76336.8,14920.61,Cash
ORD10926,2025-09-28,Customer_145,Kerala,Clothing,Jeans,2,3807,0,7614.0,912.98,Credit Card
ORD10183,2025-09-28,Customer_072,Andhra Pradesh,Furniture,Office Chair,4,16240,10,58464.0,8259.83,Debit Card
ORD10862,2025-09-28,Customer_006,Delhi,Electronics,Keyboard,2,1032,0,2064.0,452.93,Credit Card
ORD10039,2025-09-28,Customer_131,Telangana,Electronics,Headphones,5,3307,20,13228.0,3159.27,Cash
ORD10062,2025-09-30,Customer_118,Kerala,Clothing,Jeans,5,3892,0,19460.0,3452.54,Net Banking
ORD10098,2025-09-30,Customer_130,Telangana,Home & Kitchen,Dinner Set,2,2674,10,4813.2,467.08,Net Banking
ORD10069,2025-10-01,Customer_126,Karnataka,Home & Kitchen,Cookware Set,4,4490,10,16164.0,2378.96,Debit Card
ORD10297,2025-10-02,Customer_043,Maharashtra,Furniture,Desk,4,15324,5,58231.2,12889.95,Cash
ORD10542,2025-10-02,Customer_024,Maharashtra,Furniture,Office Chair,5,8536,0,42680.0,4125.5,UPI
ORD10147,2025-10-03,Customer_030,Telangana,Clothing,Jeans,4,2882,5,10951.6,971.63,Cash
ORD10948,2025-10-03,Customer_085,Maharashtra,Home & Kitchen,Dinner Set,5,4212,0,21060.0,2751.94,Credit Card
ORD10525,2025-10-04,Customer_045,Tamil Nadu,Furniture,Desk,2,7207,5,13693.3,1995.66,Debit Card
ORD10672,2025-10-04,Customer_120,Karnataka,Furniture,Desk,2,15203,0,30406.0,3447.13,Credit Card
ORD10159,2025-10-05,Customer_128,Karnataka,Electronics,Keyboard,1,3746,15,3184.1,399.89,Credit Card
ORD10298,2025-10-06,Customer_074,Telangana,Clothing,T-Shirt,5,1791,0,8955.0,2114.52,Debit Card
ORD10572,2025-10-06,Customer_147,Telangana,Clothing,Backpack,5,1482,0,7410.0,1015.27,Debit Card
ORD10620,2025-10-06,Customer_138,Tamil Nadu,Clothing,Shoes,1,1687,5,1602.65,164.45,Debit Card
ORD10389,2025-10-08,Customer_051,Karnataka,Electronics,Monitor,2,12134,0,24268.0,3244.18,Cash
ORD10803,2025-10-08,Customer_001,Delhi,Electronics,Headphones,3,4923,20,11815.2,1284.38,Debit Card
ORD10319,2025-10-09,Customer_146,Andhra Pradesh,Clothing,Shoes,5,3274,5,15551.5,2271.82,UPI
ORD10137,2025-10-09,Customer_104,Andhra Pradesh,Electronics,Headphones,4,8418,15,28621.2,3389.71,Debit Card
ORD10550,2025-10-10,Customer_082,Andhra Pradesh,Clothing,Jeans,3,1564,15,3988.2,520.16,Debit Card
ORD10887,2025-10-10,Customer_104,Andhra Pradesh,Electronics,Keyboard,4,4113,5,15629.4,3718.19,Net Banking
ORD10262,2025-10-10,Customer_103,Delhi,Furniture,Table,3,8976,5,25581.6,5918.7,Cash
ORD10363,2025-10-11,Customer_130,Tamil Nadu,Electronics,Laptop,5,57336,10,258012.0,23142.28,Net Banking
ORD10029,2025-10-11,Customer_157,Karnataka,Home & Kitchen,Mixer,2,5476,5,10404.4,1573.78,UPI
ORD10563,2025-10-12,Customer_053,Karnataka,Clothing,Jeans,2,3690,0,7380.0,1286.37,Credit Card
ORD10978,2025-10-12,Customer_112,Delhi,Home & Kitchen,Mixer,4,6447,0,25788.0,4450.35,Debit Card
ORD10135,2025-10-13,Customer_085,Tamil Nadu,Clothing,Backpack,1,3057,0,3057.0,663.25,Credit Card
ORD10011,2025-10-14,Customer_045,Karnataka,Clothing,Backpack,1,3355,0,3355.0,582.47,UPI
ORD10575,2025-10-15,Customer_159,Andhra Pradesh,Clothing,Jeans,5,3033,10,13648.5,3311.71,Credit Card
ORD10274,2025-10-16,Customer_092,Delhi,Home & Kitchen,Air Fryer,5,5800,0,29000.0,3766.23,Credit Card
ORD10744,2025-10-16,Customer_110,Andhra Pradesh,Electronics,Mobile,1,17355,20,13884.0,2468.02,Net Banking
ORD10801,2025-10-18,Customer_147,Tamil Nadu,Electronics,Keyboard,4,4059,5,15424.2,1895.53,Credit Card
ORD10968,2025-10-19,Customer_037,Kerala,Furniture,Desk,3,10967,0,32901.0,6935.7,Credit Card
ORD10035,2025-10-19,Customer_177,Delhi,Furniture,Desk,3,20203,15,51517.65,10527.77,UPI
ORD10181,2025-10-20,Customer_096,Andhra Pradesh,Electronics,Mobile,2,41492,10,74685.6,7959.53,Net Banking
ORD10241,2025-10-21,Customer_141,Tamil Nadu,Furniture,Office Chair,1,16093,0,16093.0,2945.33,Debit Card
ORD10414,2025-10-21,Customer_200,Maharashtra,Electronics,Monitor,2,23730,0,47460.0,4725.82,Cash
ORD10250,2025-10-21,Customer_051,Andhra Pradesh,Clothing,Jacket,1,2529,20,2023.2,166.56,Credit Card
ORD10685,2025-10-23,Customer_156,Delhi,Electronics,Monitor,4,27268,10,98164.8,11168.17,Cash
ORD10494,2025-10-23,Customer_113,Kerala,Furniture,Table,2,7835,15,13319.5,2067.69,Debit Card
ORD10474,2025-10-24,Customer_160,Maharashtra,Home & Kitchen,Dinner Set,4,2439,5,9268.2,1656.32,UPI
ORD10992,2025-10-24,Customer_019,Maharashtra,Home & Kitchen,Mixer,2,4129,20,6606.4,573.22,UPI
ORD10935,2025-10-24,Customer_143,Karnataka,Home & Kitchen,Bottle,5,919,0,4595.0,513.77,Cash
ORD10261,2025-10-25,Customer_067,Tamil Nadu,Electronics,Laptop,1,62709,0,62709.0,5554.19,Net Banking
ORD10928,2025-10-26,Customer_141,Tamil Nadu,Home & Kitchen,Cookware Set,3,3993,10,10781.1,1480.74,UPI
ORD10357,2025-10-27,Customer_115,Kerala,Furniture,Desk,5,24850,15,105612.5,25747.44,Net Banking
ORD10465,2025-10-27,Customer_103,Maharashtra,Home & Kitchen,Bottle,1,973,10,875.7,210.12,Debit Card
ORD10752,2025-10-27,Customer_041,Andhra Pradesh,Electronics,Headphones,1,11270,5,10706.5,1594.25,Net Banking
ORD10129,2025-10-28,Customer_042,Maharashtra,Home & Kitchen,Dinner Set,1,4725,0,4725.0,1104.33,UPI
ORD10765,2025-10-28,Customer_027,Tamil Nadu,Electronics,Laptop,5,70351,0,351755.0,31873.69,Cash
ORD10104,2025-10-29,Customer_106,Telangana,Home & Kitchen,Bottle,5,1192,15,5066.0,425.7,Credit Card
ORD10858,2025-10-29,Customer_186,Maharashtra,Clothing,Jeans,5,1633,20,6532.0,983.55,Cash
ORD10144,2025-10-31,Customer_114,Telangana,Home & Kitchen,Dinner Set,1,1500,0,1500.0,141.3,Cash
ORD10498,2025-11-02,Customer_016,Kerala,Home & Kitchen,Mixer,1,6235,5,5923.25,1065.95,Credit Card
ORD10233,2025-11-02,Customer_022,Andhra Pradesh,Home & Kitchen,Bottle,2,431,20,689.6,81.69,Net Banking
ORD10565,2025-11-03,Customer_099,Delhi,Home & Kitchen,Bottle,4,1242,0,4968.0,400.98,Net Banking
ORD10215,2025-11-03,Customer_106,Karnataka,Clothing,T-Shirt,4,981,0,3924.0,454.22,UPI
ORD10960,2025-11-03,Customer_099,Telangana,Clothing,Shoes,2,1585,5,3011.5,280.78,UPI
ORD10385,2025-11-03,Customer_198,Maharashtra,Electronics,Mobile,4,25467,10,91681.2,16007.44,UPI
ORD10380,2025-11-03,Customer_025,Telangana,Electronics,Laptop,2,73011,0,146022.0,20738.02,Debit Card
ORD10102,2025-11-04,Customer_069,Kerala,Furniture,Desk,1,18576,5,17647.2,1900.84,Debit Card
ORD10221,2025-11-05,Customer_017,Kerala,Clothing,Shoes,1,3879,20,3103.2,764.8,Cash
ORD10284,2025-11-05,Customer_024,Andhra Pradesh,Clothing,T-Shirt,3,1278,15,3258.9,411.38,Credit Card
ORD10394,2025-11-05,Customer_048,Telangana,Home & Kitchen,Cookware Set,4,2641,5,10035.8,1955.6,UPI
ORD10681,2025-11-06,Customer_044,Andhra Pradesh,Home & Kitchen,Dinner Set,2,4361,10,7849.8,1846.41,Cash
ORD10956,2025-11-06,Customer_156,Kerala,Clothing,Shoes,1,5167,15,4391.95,1030.36,UPI
ORD10300,2025-11-06,Customer_192,Telangana,Home & Kitchen,Air Fryer,3,7311,15,18643.05,1819.26,Net Banking
ORD10442,2025-11-07,Customer_090,Karnataka,Home & Kitchen,Mixer,4,7137,15,24265.8,3366.44,Debit Card
ORD10622,2025-11-07,Customer_015,Kerala,Furniture,Table,4,15948,15,54223.2,13088.2,UPI
ORD10840,2025-11-07,Customer_165,Karnataka,Electronics,Headphones,3,9835,20,23604.0,2447.1,Net Banking
ORD10364,2025-11-08,Customer_105,Maharashtra,Furniture,Office Chair,1,14342,0,14342.0,1404.54,Credit Card
ORD10650,2025-11-10,Customer_140,Delhi,Electronics,Mobile,1,27592,15,23453.2,3822.64,Debit Card
ORD10767,2025-11-10,Customer_074,Karnataka,Electronics,Monitor,4,28604,10,102974.4,10146.31,Cash
ORD10009,2025-11-10,Customer_081,Tamil Nadu,Clothing,Backpack,3,807,5,2299.95,214.03,UPI
ORD10896,2025-11-10,Customer_180,Kerala,Home & Kitchen,Cookware Set,2,3446,10,6202.8,533.75,UPI
ORD10938,2025-11-11,Customer_170,Andhra Pradesh,Electronics,Laptop,5,48642,15,206728.5,31207.14,Cash
ORD10547,2025-11-11,Customer_187,Andhra Pradesh,Electronics,Mobile,5,33083,0,165415.0,14515.08,Cash
ORD10060,2025-11-14,Customer_098,Karnataka,Electronics,Laptop,5,71819,20,287276.0,48088.92,Debit Card
ORD10642,2025-11-14,Customer_146,Maharashtra,Furniture,Desk,5,8951,0,44755.0,9516.53,Net Banking
ORD10583,2025-11-17,Customer_108,Karnataka,Home & Kitchen,Air Fryer,2,4695,5,8920.5,1923.06,Debit Card
ORD10541,2025-11-18,Customer_186,Tamil Nadu,Clothing,Shoes,2,5325,5,10117.5,893.15,Credit Card
ORD10150,2025-11-18,Customer_057,Delhi,Home & Kitchen,Air Fryer,5,4423,0,22115.0,3026.4,Cash
ORD10527,2025-11-19,Customer_026,Andhra Pradesh,Clothing,T-Shirt,4,1057,10,3805.2,561.74,Debit Card
ORD10679,2025-11-20,Customer_065,Andhra Pradesh,Furniture,Desk,1,12046,0,12046.0,1843.57,Credit Card
ORD10687,2025-11-20,Customer_199,Andhra Pradesh,Furniture,Desk,2,9167,0,18334.0,2421.75,Net Banking
ORD10959,2025-11-21,Customer_115,Andhra Pradesh,Furniture,Office Chair,1,11236,20,8988.8,1551.35,Debit Card
ORD10671,2025-11-21,Customer_088,Tamil Nadu,Electronics,Monitor,2,25237,5,47950.3,11144.5,Cash
ORD10471,2025-11-21,Customer_018,Delhi,Electronics,Monitor,2,26330,0,52660.0,4573.44,Cash
ORD10735,2025-11-22,Customer_083,Maharashtra,Furniture,Sofa,5,32508,15,138159.0,18178.35,Cash
ORD10654,2025-11-22,Customer_002,Delhi,Electronics,Mobile,2,46324,0,92648.0,16850.9,Credit Card
ORD10897,2025-11-22,Customer_159,Telangana,Furniture,Table,2,6783,0,13566.0,3378.42,Net Banking
ORD10641,2025-11-23,Customer_186,Telangana,Furniture,Bookshelf,1,5555,0,5555.0,779.49,UPI
ORD10326,2025-11-25,Customer_027,Delhi,Furniture,Office Chair,5,16641,0,83205.0,12938.18,Cash
ORD10548,2025-11-25,Customer_032,Tamil Nadu,Home & Kitchen,Bottle,1,1071,15,910.35,219.23,UPI
ORD10331,2025-11-26,Customer_100,Maharashtra,Electronics,Monitor,4,14054,15,47783.6,10422.59,Credit Card
ORD10213,2025-11-26,Customer_050,Maharashtra,Electronics,Keyboard,1,1858,20,1486.4,369.57,Cash
ORD10913,2025-11-27,Customer_128,Andhra Pradesh,Electronics,Keyboard,1,4032,15,3427.2,850.3,Net Banking
ORD10661,2025-11-28,Customer_142,Telangana,Home & Kitchen,Air Fryer,3,10687,5,30457.95,2560.63,Net Banking
ORD10951,2025-11-29,Customer_122,Maharashtra,Clothing,Jacket,4,4325,0,17300.0,3687.28,Net Banking
ORD10454,2025-11-29,Customer_021,Andhra Pradesh,Furniture,Bookshelf,4,11988,5,45554.4,4268.66,Cash
ORD10122,2025-11-30,Customer_152,Kerala,Electronics,Monitor,2,9441,20,15105.6,2719.31,Cash
ORD10002,2025-11-30,Customer_099,Delhi,Home & Kitchen,Mixer,2,4926,5,9359.4,1885.99,Cash
ORD10124,2025-11-30,Customer_198,Karnataka,Clothing,Jeans,2,3038,5,5772.2,1417.34,Credit Card
ORD10740,2025-12-01,Customer_007,Karnataka,Home & Kitchen,Air Fryer,3,7374,5,21015.9,3087.33,Credit Card
ORD10574,2025-12-01,Customer_015,Telangana,Furniture,Bookshelf,3,6637,10,17919.9,1733.43,Credit Card
ORD10119,2025-12-02,Customer_026,Maharashtra,Home & Kitchen,Mixer,4,4738,10,17056.8,3647.65,Debit Card
ORD10715,2025-12-02,Customer_037,Telangana,Home & Kitchen,Mixer,2,6399,15,10878.3,1401.43,Debit Card
ORD10979,2025-12-02,Customer_126,Telangana,Home & Kitchen,Mixer,2,4176,0,8352.0,895.16,Credit Card
ORD10405,2025-12-02,Customer_175,Tamil Nadu,Home & Kitchen,Cookware Set,4,3091,0,12364.0,1119.51,UPI
ORD10355,2025-12-02,Customer_174,Delhi,Home & Kitchen,Air Fryer,1,8008,5,7607.6,862.41,Debit Card
ORD10061,2025-12-03,Customer_133,Karnataka,Clothing,T-Shirt,2,1429,0,2858.0,378.51,UPI
ORD10142,2025-12-03,Customer_181,Tamil Nadu,Electronics,Laptop,4,45141,10,162507.6,22323.22,UPI
ORD10798,2025-12-04,Customer_006,Delhi,Clothing,Backpack,5,1340,10,6030.0,1205.14,Debit Card
ORD10079,2025-12-04,Customer_130,Maharashtra,Clothing,Jeans,2,3403,15,5785.1,488.15,Credit Card
ORD10094,2025-12-04,Customer_172,Kerala,Furniture,Desk,2,15087,0,30174.0,6298.46,UPI
ORD10311,2025-12-05,Customer_195,Maharashtra,Home & Kitchen,Air Fryer,2,7760,0,15520.0,3487.28,Cash
ORD10153,2025-12-05,Customer_115,Tamil Nadu,Electronics,Mobile,2,46518,15,79080.6,8495.82,Net Banking
ORD10067,2025-12-07,Customer_032,Maharashtra,Home & Kitchen,Air Fryer,4,7557,20,24182.4,5956.62,UPI
ORD10867,2025-12-08,Customer_020,Maharashtra,Electronics,Keyboard,5,3209,10,14440.5,3001.59,Net Banking
ORD10285,2025-12-09,Customer_099,Delhi,Furniture,Table,5,5517,15,23447.25,2744.3,Credit Card
ORD10270,2025-12-09,Customer_196,Maharashtra,Clothing,Shoes,1,2203,10,1982.7,467.79,Credit Card
ORD10571,2025-12-10,Customer_087,Karnataka,Furniture,Bookshelf,5,8845,10,39802.5,3346.63,Cash
ORD10053,2025-12-10,Customer_119,Maharashtra,Clothing,Backpack,3,1925,0,5775.0,1291.25,Debit Card
ORD10826,2025-12-12,Customer_174,Karnataka,Home & Kitchen,Dinner Set,2,3602,10,6483.6,1318.2,UPI
ORD10695,2025-12-14,Customer_028,Telangana,Furniture,Table,2,13080,15,22236.0,3737.28,UPI
ORD10779,2025-12-15,Customer_101,Andhra Pradesh,Home & Kitchen,Bottle,3,1367,0,4101.0,803.93,UPI
ORD10760,2025-12-16,Customer_147,Kerala,Clothing,Jacket,5,3678,15,15631.5,3498.97,Debit Card
ORD10777,2025-12-17,Customer_022,Telangana,Electronics,Monitor,1,10673,15,9072.05,1790.41,UPI
ORD10629,2025-12-17,Customer_151,Maharashtra,Clothing,Jeans,5,1557,15,6617.25,1073.63,Cash
ORD10059,2025-12-18,Customer_044,Andhra Pradesh,Clothing,Shoes,1,3060,0,3060.0,496.59,Credit Card
ORD10260,2025-12-18,Customer_147,Kerala,Clothing,Shoes,2,6296,10,11332.8,2766.35,Debit Card
ORD10360,2025-12-19,Customer_011,Andhra Pradesh,Clothing,Jeans,4,3198,15,10873.2,1952.24,Credit Card
ORD10712,2025-12-19,Customer_175,Delhi,Furniture,Sofa,1,47441,0,47441.0,11309.74,Net Banking
ORD10101,2025-12-21,Customer_110,Maharashtra,Clothing,T-Shirt,5,1430,5,6792.5,1239.06,Debit Card
ORD10692,2025-12-21,Customer_116,Andhra Pradesh,Furniture,Bookshelf,3,9056,10,24451.2,2295.18,Cash
ORD10338,2025-12-21,Customer_131,Tamil Nadu,Clothing,Backpack,5,2089,5,9922.75,1018.53,UPI
ORD10966,2025-12-22,Customer_109,Delhi,Electronics,Laptop,2,69532,0,139064.0,11437.86,UPI
ORD10158,2025-12-22,Customer_075,Delhi,Furniture,Table,5,11789,5,55997.75,5900.62,Cash
ORD10655,2025-12-23,Customer_143,Karnataka,Furniture,Bookshelf,4,10570,15,35938.0,6013.52,UPI
ORD10358,2025-12-23,Customer_188,Karnataka,Home & Kitchen,Air Fryer,1,6282,10,5653.8,556.15,Net Banking
ORD10172,2025-12-23,Customer_188,Karnataka,Electronics,Mobile,2,46228,0,92456.0,12069.1,Cash
ORD10964,2025-12-23,Customer_067,Andhra Pradesh,Clothing,Jacket,1,5383,10,4844.7,526.61,Cash
ORD10757,2025-12-24,Customer_078,Kerala,Furniture,Desk,3,8005,0,24015.0,3432.69,UPI
ORD10633,2025-12-24,Customer_078,Telangana,Electronics,Monitor,3,21449,5,61129.65,10871.96,Net Banking
ORD10845,2025-12-24,Customer_079,Telangana,Electronics,Headphones,5,3204,5,15219.0,2141.66,Debit Card
ORD10479,2025-12-24,Customer_070,Tamil Nadu,Electronics,Mobile,1,28766,10,25889.4,6254.64,Net Banking
ORD10335,2025-12-28,Customer_127,Andhra Pradesh,Furniture,Sofa,2,49610,0,99220.0,19281.05,Net Banking
ORD10196,2025-12-30,Customer_023,Andhra Pradesh,Furniture,Office Chair,2,7479,0,14958.0,2385.89,UPI
ORD10464,2025-12-31,Customer_181,Tamil Nadu,Electronics,Laptop,1,46932,10,42238.8,5368.63,Net Banking
ORD10581,2025-12-31,Customer_107,Karnataka,Furniture,Office Chair,5,8735,10,39307.5,3792.55,Cash
ORD10369,2025-12-31,Customer_021,Andhra Pradesh,Clothing,Shoes,2,3824,0,7648.0,1678.06,Credit Card
ORD10866,2025-12-31,Customer_065,Karnataka,Electronics,Keyboard,5,4070,10,18315.0,2264.28,Debit Card
ORD10333,2026-01-01,Customer_173,Telangana,Home & Kitchen,Mixer,2,6700,10,12060.0,1591.64,Credit Card
ORD10055,2026-01-01,Customer_092,Telangana,Clothing,T-Shirt,5,746,10,3357.0,484.87,Cash
ORD10431,2026-01-02,Customer_015,Karnataka,Electronics,Laptop,1,73226,5,69564.7,9563.36,UPI
ORD10699,2026-01-02,Customer_106,Kerala,Furniture,Sofa,4,34008,0,136032.0,29657.32,Credit Card
ORD10425,2026-01-02,Customer_172,Tamil Nadu,Home & Kitchen,Cookware Set,4,2957,0,11828.0,2865.64,UPI
ORD10370,2026-01-03,Customer_058,Delhi,Clothing,Shoes,1,2630,0,2630.0,228.99,UPI
ORD10905,2026-01-03,Customer_075,Kerala,Clothing,Jacket,4,4149,15,14106.6,2193.73,Debit Card
ORD10064,2026-01-03,Customer_159,Tamil Nadu,Electronics,Mobile,5,27036,0,135180.0,11716.83,Debit Card
ORD10534,2026-01-03,Customer_031,Tamil Nadu,Electronics,Headphones,5,3454,5,16406.5,1485.56,Cash
ORD10409,2026-01-03,Customer_053,Maharashtra,Home & Kitchen,Air Fryer,5,9906,0,49530.0,9503.69,Net Banking
ORD10439,2026-01-04,Customer_146,Delhi,Clothing,Jacket,3,4109,0,12327.0,2233.52,Credit Card
ORD10741,2026-01-04,Customer_151,Karnataka,Clothing,Backpack,3,2319,10,6261.3,640.04,Cash
ORD10536,2026-01-06,Customer_029,Karnataka,Furniture,Table,2,5946,0,11892.0,2111.51,Debit Card
ORD10853,2026-01-06,Customer_009,Kerala,Electronics,Mobile,3,45398,0,136194.0,33648.87,UPI
ORD10512,2026-01-07,Customer_066,Karnataka,Furniture,Sofa,5,16140,15,68595.0,12153.2,Credit Card
ORD10963,2026-01-07,Customer_166,Kerala,Furniture,Desk,2,24020,0,48040.0,10863.75,Cash
ORD10786,2026-01-07,Customer_168,Tamil Nadu,Electronics,Mobile,4,49261,5,187191.8,40509.68,UPI
ORD10556,2026-01-08,Customer_064,Tamil Nadu,Home & Kitchen,Bottle,5,636,20,2544.0,309.84,Debit Card
ORD10537,2026-01-08,Customer_106,Telangana,Home & Kitchen,Air Fryer,2,8810,0,17620.0,3105.05,Cash
ORD10875,2026-01-08,Customer_012,Kerala,Furniture,Office Chair,2,10102,15,17173.4,1533.66,Net Banking
ORD10749,2026-01-08,Customer_009,Telangana,Electronics,Mobile,4,14257,10,51325.2,9735.73,Cash
ORD10165,2026-01-08,Customer_190,Telangana,Furniture,Bookshelf,1,10230,0,10230.0,1499.97,Net Banking
ORD10748,2026-01-09,Customer_058,Andhra Pradesh,Clothing,T-Shirt,1,1536,5,1459.2,222.78,Net Banking
ORD10762,2026-01-10,Customer_119,Telangana,Furniture,Bookshelf,3,4772,20,11452.8,2778.1,Cash
ORD10244,2026-01-10,Customer_009,Karnataka,Electronics,Mobile,4,29569,5,112362.2,23012.42,Debit Card
ORD10081,2026-01-11,Customer_003,Andhra Pradesh,Clothing,Jacket,4,3041,20,9731.2,1869.52,Net Banking
ORD10665,2026-01-11,Customer_070,Karnataka,Electronics,Keyboard,5,2389,0,11945.0,1913.36,UPI
ORD10381,2026-01-12,Customer_130,Maharashtra,Home & Kitchen,Air Fryer,5,5889,5,27972.75,5285.85,Cash
ORD10246,2026-01-13,Customer_052,Telangana,Furniture,Bookshelf,5,7005,5,33273.75,5368.71,Debit Card
ORD10179,2026-01-13,Customer_135,Kerala,Electronics,Laptop,1,51816,5,49225.2,10836.41,Cash
ORD10501,2026-01-13,Customer_035,Telangana,Clothing,Jacket,5,2798,0,13990.0,2438.41,Credit Card
ORD10588,2026-01-14,Customer_050,Tamil Nadu,Clothing,Shoes,2,5059,10,9106.2,841.09,UPI
ORD10145,2026-01-15,Customer_125,Andhra Pradesh,Home & Kitchen,Air Fryer,1,4839,15,4113.15,476.68,UPI
ORD10428,2026-01-15,Customer_178,Delhi,Home & Kitchen,Mixer,5,3899,15,16570.75,3020.97,Net Banking
ORD10634,2026-01-15,Customer_200,Telangana,Electronics,Headphones,1,8913,0,8913.0,957.68,Net Banking
ORD10256,2026-01-17,Customer_187,Karnataka,Clothing,Shoes,2,3144,15,5344.8,925.64,Cash
ORD10423,2026-01-17,Customer_112,Maharashtra,Furniture,Desk,4,21747,10,78289.2,18780.46,Net Banking
ORD10520,2026-01-19,Customer_103,Maharashtra,Furniture,Office Chair,4,17021,0,68084.0,6373.89,UPI
ORD10976,2026-01-19,Customer_081,Delhi,Furniture,Bookshelf,1,7444,15,6327.4,911.77,Net Banking
